window_start,market,entry_ts,side,prob_at_entry,prob_favorite,entry_price,remaining_s,spread,spread_pct,bid_depth,ask_depth,total_depth,imbalance,latency_ms,outcome,won,pnl
2026-02-05T16:15:00,BTC15m,2026-02-05T16:26:00.108000,DOWN,0.0150,0.9850,0.9850,239.9,0.0100,1.02,7488,45272,52760,-0.7161,194,DOWN,YES,+0.0150
2026-02-05T16:45:00,BTC15m,2026-02-05T16:56:00.609000,DOWN,0.0350,0.9650,0.9650,239.4,0.0100,1.04,21175,62257,83432,-0.4924,178,DOWN,YES,+0.0350
2026-02-05T17:00:00,BTC15m,2026-02-05T17:14:13.269000,DOWN,0.0500,0.9500,0.9500,46.7,0.0200,2.11,27948,49325,77273,-0.2766,197,DOWN,YES,+0.0500
2026-02-05T17:15:00,BTC15m,2026-02-05T17:26:00.013000,DOWN,0.0040,0.9960,0.9960,240.0,0.0020,0.20,10777,40820,51597,-0.5823,277,DOWN,YES,+0.0040
2026-02-05T17:30:00,BTC15m,2026-02-05T17:44:12.602000,DOWN,0.0450,0.9550,0.9550,47.4,0.0100,1.05,20559,35093,55652,-0.2612,180,DOWN,YES,+0.0450
2026-02-05T17:45:00,BTC15m,2026-02-05T17:56:00.543000,DOWN,0.0350,0.9650,0.9650,239.5,0.0100,1.04,14272,31508,45780,-0.3765,188,UP,NO,-0.9650
2026-02-05T18:00:00,BTC15m,2026-02-05T18:14:09.147000,DOWN,0.0350,0.9650,0.9650,50.9,0.0100,1.04,15189,34400,49588,-0.3874,194,DOWN,YES,+0.0350
2026-02-05T18:15:00,BTC15m,2026-02-05T18:28:58.837000,UP,0.9550,0.9550,0.9550,61.2,0.0100,1.05,43432,30358,73791,0.1772,195,UP,YES,+0.0450
2026-02-05T18:30:00,BTC15m,2026-02-05T18:44:07.764000,DOWN,0.0450,0.9550,0.9550,52.2,0.0100,1.05,17664,33789,51454,-0.3134,192,DOWN,YES,+0.0450
2026-02-05T18:45:00,BTC15m,2026-02-05T18:56:37.355000,DOWN,0.0450,0.9550,0.9550,202.6,0.0100,1.05,29401,72970,102371,-0.4256,188,DOWN,YES,+0.0450
2026-02-05T19:00:00,BTC15m,2026-02-05T19:13:16.547000,UP,0.9500,0.9500,0.9500,103.5,0.0200,2.11,58280,21201,79482,0.4665,177,UP,YES,+0.0500
2026-02-05T19:15:00,BTC15m,2026-02-05T19:26:00.515000,DOWN,0.0450,0.9550,0.9550,239.5,0.0100,1.05,29661,67803,97464,-0.3913,210,UP,NO,-0.9550
2026-02-05T20:00:00,BTC15m,2026-02-05T20:11:00.784000,UP,0.9550,0.9550,0.9550,239.2,0.0100,1.05,50848,29880,80728,0.2597,338,UP,YES,+0.0450
2026-02-05T20:15:00,BTC15m,2026-02-05T20:27:08.671000,DOWN,0.0450,0.9550,0.9550,171.3,0.0100,1.05,33012,70401,103414,-0.3615,187,DOWN,YES,+0.0450
2026-02-05T20:30:00,BTC15m,2026-02-05T20:41:00.386000,DOWN,0.0150,0.9850,0.9850,239.6,0.0100,1.02,10007,34632,44639,-0.5517,185,DOWN,YES,+0.0150
2026-02-05T20:45:00,BTC15m,2026-02-05T20:56:17.271000,DOWN,0.0450,0.9550,0.9550,222.7,0.0100,1.05,23817,69788,93605,-0.4911,202,DOWN,YES,+0.0450
2026-02-05T21:00:00,BTC15m,2026-02-05T21:11:00.346000,DOWN,0.0100,0.9900,0.9900,239.7,0.0000,0.00,0,75294,75294,-1.0000,405,DOWN,YES,+0.0100
2026-02-05T21:15:00,BTC15m,2026-02-05T21:26:00.493000,UP,0.9650,0.9650,0.9650,239.5,0.0100,1.04,36301,21892,58193,0.2476,205,UP,YES,+0.0350
2026-02-05T21:30:00,BTC15m,2026-02-05T21:41:00.432000,UP,0.9940,0.9940,0.9940,239.6,0.0020,0.20,49231,30532,79764,0.2344,176,UP,YES,+0.0060
2026-02-05T21:45:00,BTC15m,2026-02-05T21:56:11.714000,UP,0.9550,0.9550,0.9550,228.3,0.0100,1.05,55677,27922,83599,0.3320,185,UP,YES,+0.0450
2026-02-05T22:00:00,BTC15m,2026-02-05T22:11:00.811000,UP,0.9935,0.9935,0.9935,239.2,0.0050,0.50,41805,11643,53447,0.5643,193,UP,YES,+0.0065
2026-02-05T22:15:00,BTC15m,2026-02-05T22:28:53.520000,DOWN,0.0350,0.9650,0.9650,66.5,0.0100,1.04,20792,41668,62461,-0.3342,203,DOWN,YES,+0.0350
2026-02-05T22:30:00,BTC15m,2026-02-05T22:42:28.068000,UP,0.9550,0.9550,0.9550,151.9,0.0100,1.05,50637,28944,79581,0.2726,297,UP,YES,+0.0450
2026-02-05T22:45:00,BTC15m,2026-02-05T22:56:00.429000,UP,0.9900,0.9900,0.9900,239.6,0.0000,0.00,47497,0,47497,1.0000,196,UP,YES,+0.0100
2026-02-05T23:00:00,BTC15m,2026-02-05T23:11:00.723000,DOWN,0.0150,0.9850,0.9850,239.3,0.0100,1.02,8644,43102,51746,-0.6659,359,DOWN,YES,+0.0150
2026-02-05T23:15:00,BTC15m,2026-02-05T23:26:00.540000,DOWN,0.0250,0.9750,0.9750,239.5,0.0100,1.03,23742,28964,52706,-0.0991,172,DOWN,YES,+0.0250
2026-02-05T23:30:00,BTC15m,2026-02-05T23:41:00.520000,UP,0.9750,0.9750,0.9750,239.5,0.0100,1.03,57655,16183,73839,0.5617,165,UP,YES,+0.0250
2026-02-05T23:45:00,BTC15m,2026-02-05T23:56:00.602000,DOWN,0.0450,0.9550,0.9550,239.4,0.0100,1.05,26006,58794,84801,-0.3866,160,DOWN,YES,+0.0450
2026-02-06T00:00:00,BTC15m,2026-02-06T00:11:00.450000,DOWN,0.0150,0.9850,0.9850,239.5,0.0100,1.02,9072,53959,63032,-0.7121,187,DOWN,YES,+0.0150
2026-02-06T00:15:00,BTC15m,2026-02-06T00:27:50.781000,UP,0.9550,0.9550,0.9550,129.2,0.0300,3.14,51990,19921,71911,0.4460,199,UP,YES,+0.0450
2026-02-06T00:30:00,BTC15m,2026-02-06T00:43:07.890000,DOWN,0.0450,0.9550,0.9550,112.1,0.0100,1.05,21114,44726,65839,-0.3586,207,DOWN,YES,+0.0450
2026-02-06T00:45:00,BTC15m,2026-02-06T00:56:00,DOWN,0.0195,0.9805,0.9805,240.0,0.0010,0.10,21516,30707,52223,-0.1760,210,DOWN,YES,+0.0195
2026-02-06T01:00:00,BTC15m,2026-02-06T01:12:06.037000,UP,0.9550,0.9550,0.9550,174.0,0.0100,1.05,54645,23215,77860,0.4037,164,UP,YES,+0.0450
2026-02-06T01:15:00,BTC15m,2026-02-06T01:26:00.908000,UP,0.9750,0.9750,0.9750,239.1,0.0100,1.03,53746,12553,66300,0.6213,177,UP,YES,+0.0250
2026-02-06T01:30:00,BTC15m,2026-02-06T01:41:00.212000,DOWN,0.0250,0.9750,0.9750,239.8,0.0100,1.03,14078,51780,65859,-0.5725,211,DOWN,YES,+0.0250
2026-02-06T01:45:00,BTC15m,2026-02-06T01:57:20.006000,UP,0.9650,0.9650,0.9650,160.0,0.0100,1.04,29143,20173,49317,0.1819,196,UP,YES,+0.0350
2026-02-06T02:00:00,BTC15m,2026-02-06T02:11:18.076000,UP,0.9605,0.9605,0.9605,221.9,0.0010,0.10,33497,33314,66811,0.0027,163,UP,YES,+0.0395
2026-02-06T02:15:00,BTC15m,2026-02-06T02:26:27.570000,DOWN,0.0450,0.9550,0.9550,212.4,0.0100,1.05,23190,44924,68113,-0.3191,170,DOWN,YES,+0.0450
2026-02-06T02:30:00,BTC15m,2026-02-06T02:41:00.149000,UP,0.9850,0.9850,0.9850,239.9,0.0100,1.02,64448,11770,76219,0.6911,208,UP,YES,+0.0150
2026-02-06T02:45:00,BTC15m,2026-02-06T02:56:00.865000,UP,0.9850,0.9850,0.9850,239.1,0.0100,1.02,114130,20998,135128,0.6892,167,UP,YES,+0.0150
2026-02-06T03:00:00,BTC15m,2026-02-06T03:12:40.089000,DOWN,0.0450,0.9550,0.9550,139.9,0.0100,1.05,28802,53139,81941,-0.2970,155,DOWN,YES,+0.0450
2026-02-06T03:15:00,BTC15m,2026-02-06T03:26:00.432000,DOWN,0.0105,0.9895,0.9895,239.6,0.0010,0.10,12602,37810,50412,-0.5001,154,DOWN,YES,+0.0105
2026-02-06T03:30:00,BTC15m,2026-02-06T03:41:00.840000,DOWN,0.0135,0.9865,0.9865,239.2,0.0070,0.71,27452,47386,74839,-0.2664,160,DOWN,YES,+0.0135
2026-02-06T04:00:00,BTC15m,2026-02-06T04:11:58.392000,DOWN,0.0450,0.9550,0.9550,181.6,0.0100,1.05,25645,60257,85902,-0.4029,157,UP,NO,-0.9550
2026-02-06T04:15:00,BTC15m,2026-02-06T04:27:48.548000,DOWN,0.0450,0.9550,0.9550,131.5,0.0100,1.05,29629,56445,86073,-0.3115,171,DOWN,YES,+0.0450
2026-02-06T04:30:00,BTC15m,2026-02-06T04:41:06.915000,UP,0.9550,0.9550,0.9550,233.1,0.0100,1.05,57657,27748,85404,0.3502,155,UP,YES,+0.0450
2026-02-06T04:45:00,BTC15m,2026-02-06T04:56:04.464000,DOWN,0.0350,0.9650,0.9650,235.5,0.0100,1.04,27069,60262,87331,-0.3801,170,DOWN,YES,+0.0350
2026-02-06T05:00:00,BTC15m,2026-02-06T05:13:22.894000,UP,0.9550,0.9550,0.9550,97.1,0.0100,1.05,41873,23172,65045,0.2875,152,UP,YES,+0.0450
2026-02-06T05:15:00,BTC15m,2026-02-06T05:28:39.684000,DOWN,0.0450,0.9550,0.9550,80.3,0.0100,1.05,20226,38399,58625,-0.3100,157,DOWN,YES,+0.0450
2026-02-06T05:30:00,BTC15m,2026-02-06T05:43:06.559000,DOWN,0.0450,0.9550,0.9550,113.4,0.0100,1.05,25952,26165,52117,-0.0041,174,DOWN,YES,+0.0450
2026-02-06T05:45:00,BTC15m,2026-02-06T05:58:00.118000,UP,0.9550,0.9550,0.9550,119.9,0.0100,1.05,47832,26312,74144,0.2902,177,UP,YES,+0.0450
2026-02-06T06:00:00,BTC15m,2026-02-06T06:13:18.376000,UP,0.9550,0.9550,0.9550,101.6,0.0100,1.05,52243,24938,77181,0.3538,155,UP,YES,+0.0450
2026-02-06T06:15:00,BTC15m,2026-02-06T06:26:00.833000,UP,0.9650,0.9650,0.9650,239.2,0.0100,1.04,46350,27572,73922,0.2540,156,UP,YES,+0.0350
2026-02-06T06:30:00,BTC15m,2026-02-06T06:43:58.410000,UP,0.9550,0.9550,0.9550,61.6,0.0100,1.05,47349,19886,67235,0.4085,165,UP,YES,+0.0450
2026-02-06T07:00:00,BTC15m,2026-02-06T07:12:40.463000,DOWN,0.0450,0.9550,0.9550,139.5,0.0100,1.05,21906,50179,72085,-0.3922,188,UP,NO,-0.9550
2026-02-06T07:15:00,BTC15m,2026-02-06T07:28:38.341000,UP,0.9550,0.9550,0.9550,81.7,0.0100,1.05,50241,7963,58204,0.7264,162,UP,YES,+0.0450
2026-02-06T07:45:00,BTC15m,2026-02-06T07:58:44.272000,DOWN,0.0450,0.9550,0.9550,75.7,0.0100,1.05,23164,49925,73089,-0.3661,186,DOWN,YES,+0.0450
2026-02-06T08:15:00,BTC15m,2026-02-06T08:29:15.170000,UP,0.9550,0.9550,0.9550,44.8,0.0100,1.05,37505,24673,62179,0.2064,190,UP,YES,+0.0450
2026-02-06T08:30:00,BTC15m,2026-02-06T08:41:13.216000,UP,0.9500,0.9500,0.9500,226.8,0.0200,2.11,46894,36179,83073,0.1290,198,UP,YES,+0.0500
2026-02-06T08:45:00,BTC15m,2026-02-06T08:56:11.848000,UP,0.9550,0.9550,0.9550,228.2,0.0100,1.05,73374,35919,109293,0.3427,194,UP,YES,+0.0450
2026-02-06T09:00:00,BTC15m,2026-02-06T09:11:00.331000,DOWN,0.0350,0.9650,0.9650,239.7,0.0100,1.04,18085,77505,95590,-0.6216,194,DOWN,YES,+0.0350
2026-02-06T09:45:00,BTC15m,2026-02-06T09:56:29.859000,UP,0.9550,0.9550,0.9550,210.1,0.0100,1.05,62626,29963,92589,0.3528,187,UP,YES,+0.0450
2026-02-06T10:00:00,BTC15m,2026-02-06T10:11:56.113000,UP,0.9550,0.9550,0.9550,183.9,0.0100,1.05,56379,31079,87458,0.2893,177,UP,YES,+0.0450
2026-02-06T10:30:00,BTC15m,2026-02-06T10:41:21.078000,UP,0.9550,0.9550,0.9550,218.9,0.0100,1.05,54946,35911,90856,0.2095,195,UP,YES,+0.0450
2026-02-06T10:45:00,BTC15m,2026-02-06T10:58:56.882000,UP,0.9550,0.9550,0.9550,63.1,0.0100,1.05,60532,24736,85268,0.4198,182,UP,YES,+0.0450
2026-02-06T11:00:00,BTC15m,2026-02-06T11:11:00.261000,DOWN,0.0450,0.9550,0.9550,239.7,0.0100,1.05,28512,89514,118026,-0.5168,208,DOWN,YES,+0.0450
2026-02-06T11:15:00,BTC15m,2026-02-06T11:26:07.968000,DOWN,0.0250,0.9750,0.9750,232.0,0.0100,1.03,26068,26209,52277,-0.0027,255,DOWN,YES,+0.0250
2026-02-06T11:30:00,BTC15m,2026-02-06T11:41:00.989000,UP,0.9875,0.9875,0.9875,239.0,0.0050,0.51,48042,19994,68036,0.4123,240,UP,YES,+0.0125
2026-02-06T12:00:00,BTC15m,2026-02-06T12:14:19.192000,DOWN,0.0450,0.9550,0.9550,40.8,0.0100,1.05,23059,34779,57838,-0.2026,170,DOWN,YES,+0.0450
2026-02-06T12:15:00,BTC15m,2026-02-06T12:26:02.943000,UP,0.9550,0.9550,0.9550,237.1,0.0100,1.05,62801,36880,99681,0.2600,253,UP,YES,+0.0450
2026-02-06T12:30:00,BTC15m,2026-02-06T12:41:40.352000,UP,0.9550,0.9550,0.9550,199.6,0.0100,1.05,75952,34526,110478,0.3750,166,UP,YES,+0.0450
2026-02-06T12:45:00,BTC15m,2026-02-06T12:58:16.526000,DOWN,0.0350,0.9650,0.9650,103.5,0.0100,1.04,28767,58902,87669,-0.3437,159,DOWN,YES,+0.0350
2026-02-06T13:00:00,BTC15m,2026-02-06T13:11:00.889000,UP,0.9850,0.9850,0.9850,239.1,0.0100,1.02,56282,19617,75899,0.4831,278,UP,YES,+0.0150
2026-02-06T13:15:00,BTC15m,2026-02-06T13:27:01.375000,UP,0.9500,0.9500,0.9500,178.6,0.0200,2.11,72536,40262,112798,0.2861,190,UP,YES,+0.0500
2026-02-06T13:30:00,BTC15m,2026-02-06T13:43:33.711000,UP,0.9550,0.9550,0.9550,86.3,0.0100,1.05,56128,29430,85558,0.3120,162,UP,YES,+0.0450
2026-02-06T13:45:00,BTC15m,2026-02-06T13:59:27,UP,0.9500,0.9500,0.9500,33.0,0.0200,2.11,35944,18931,54875,0.3100,194,UP,YES,+0.0500
2026-02-06T14:00:00,BTC15m,2026-02-06T14:11:38.614000,UP,0.9550,0.9550,0.9550,201.4,0.0100,1.05,72113,34468,106581,0.3532,238,UP,YES,+0.0450
2026-02-06T14:15:00,BTC15m,2026-02-06T14:26:05.708000,UP,0.9550,0.9550,0.9550,234.3,0.0100,1.05,69184,46455,115639,0.1966,161,UP,YES,+0.0450
2026-02-06T14:30:00,BTC15m,2026-02-06T14:42:51.134000,UP,0.9650,0.9650,0.9650,128.9,0.0100,1.04,37732,28727,66459,0.1355,161,UP,YES,+0.0350
2026-02-06T14:45:00,BTC15m,2026-02-06T14:56:13.287000,DOWN,0.0450,0.9550,0.9550,226.7,0.0100,1.05,29474,43778,73252,-0.1953,163,DOWN,YES,+0.0450
2026-02-06T15:00:00,BTC15m,2026-02-06T15:11:00.283000,DOWN,0.0150,0.9850,0.9850,239.7,0.0100,1.02,11357,47797,59154,-0.6160,270,DOWN,YES,+0.0150
2026-02-06T15:15:00,BTC15m,2026-02-06T15:26:00.616000,DOWN,0.0250,0.9750,0.9750,239.4,0.0100,1.03,26786,60115,86901,-0.3835,174,DOWN,YES,+0.0250
2026-02-06T15:30:00,BTC15m,2026-02-06T15:41:00.564000,UP,0.9850,0.9850,0.9850,239.4,0.0100,1.02,32001,6643,38644,0.6562,184,UP,YES,+0.0150
2026-02-06T15:45:00,BTC15m,2026-02-06T15:58:21.200000,DOWN,0.0450,0.9550,0.9550,98.8,0.0100,1.05,25490,57207,82697,-0.3835,188,DOWN,YES,+0.0450
2026-02-06T16:15:00,BTC15m,2026-02-06T16:26:00.241000,UP,0.9750,0.9750,0.9750,239.8,0.0100,1.03,50958,16668,67627,0.5071,207,UP,YES,+0.0250
2026-02-06T16:30:00,BTC15m,2026-02-06T16:43:59.859000,UP,0.9550,0.9550,0.9550,60.1,0.0100,1.05,47962,20136,68097,0.4086,164,UP,YES,+0.0450
2026-02-06T16:45:00,BTC15m,2026-02-06T16:56:00.798000,UP,0.9750,0.9750,0.9750,239.2,0.0100,1.03,81227,29148,110375,0.4718,187,UP,YES,+0.0250
2026-02-06T17:00:00,BTC15m,2026-02-06T17:11:45.016000,DOWN,0.0450,0.9550,0.9550,195.0,0.0100,1.05,41303,72454,113758,-0.2738,217,DOWN,YES,+0.0450
2026-02-06T17:15:00,BTC15m,2026-02-06T17:28:44.195000,UP,0.9550,0.9550,0.9550,75.8,0.0100,1.05,56075,19293,75368,0.4880,161,UP,YES,+0.0450
2026-02-06T17:30:00,BTC15m,2026-02-06T17:42:00.608000,DOWN,0.0350,0.9650,0.9650,179.4,0.0100,1.04,25775,26245,52020,-0.0090,323,DOWN,YES,+0.0350
2026-02-06T17:45:00,BTC15m,2026-02-06T17:57:30.405000,DOWN,0.0450,0.9550,0.9550,149.6,0.0100,1.05,29084,72934,102018,-0.4298,158,DOWN,YES,+0.0450
2026-02-06T18:15:00,BTC15m,2026-02-06T18:26:00.731000,UP,0.9850,0.9850,0.9850,239.3,0.0100,1.02,23477,13938,37414,0.2549,194,UP,YES,+0.0150
2026-02-06T18:30:00,BTC15m,2026-02-06T18:43:04.735000,DOWN,0.0500,0.9500,0.9500,115.3,0.0200,2.11,25238,54082,79320,-0.3636,159,DOWN,YES,+0.0500
2026-02-06T18:45:00,BTC15m,2026-02-06T18:58:21.720000,UP,0.9550,0.9550,0.9550,98.3,0.0100,1.05,43119,23102,66221,0.3023,185,UP,YES,+0.0450
2026-02-06T19:00:00,BTC15m,2026-02-06T19:12:06.989000,UP,0.9550,0.9550,0.9550,173.0,0.0100,1.05,39968,27972,67940,0.1766,230,UP,YES,+0.0450
2026-02-06T19:15:00,BTC15m,2026-02-06T19:26:46.563000,UP,0.9550,0.9550,0.9550,193.4,0.0100,1.05,24510,24441,48951,0.0014,175,UP,YES,+0.0450
2026-02-06T19:30:00,BTC15m,2026-02-06T19:41:14.198000,UP,0.9800,0.9800,0.9800,225.8,0.0200,2.04,10426,10371,20797,0.0026,184,UP,YES,+0.0200
2026-02-06T19:45:00,BTC15m,2026-02-06T19:57:33.039000,UP,0.9550,0.9550,0.9550,147.0,0.0100,1.05,44693,28569,73263,0.2201,178,UP,YES,+0.0450
2026-02-06T20:00:00,BTC15m,2026-02-06T20:12:47.407000,DOWN,0.0450,0.9550,0.9550,132.6,0.0100,1.05,25586,58259,83846,-0.3897,156,DOWN,YES,+0.0450
2026-02-06T20:15:00,BTC15m,2026-02-06T20:26:00.258000,DOWN,0.0250,0.9750,0.9750,239.7,0.0100,1.03,18457,52346,70803,-0.4786,168,DOWN,YES,+0.0250
2026-02-06T20:30:00,BTC15m,2026-02-06T20:41:00.847000,UP,0.9550,0.9550,0.9550,239.2,0.0100,1.05,46107,27314,73421,0.2560,158,UP,YES,+0.0450
2026-02-06T20:45:00,BTC15m,2026-02-06T20:59:08.926000,DOWN,0.0450,0.9550,0.9550,51.1,0.0100,1.05,20951,32724,53674,-0.2193,272,DOWN,YES,+0.0450
2026-02-06T21:00:00,BTC15m,2026-02-06T21:11:00.589000,DOWN,0.0150,0.9850,0.9850,239.4,0.0100,1.02,18506,30539,49045,-0.2453,188,DOWN,YES,+0.0150
2026-02-06T21:30:00,BTC15m,2026-02-06T21:41:00.928000,DOWN,0.0250,0.9750,0.9750,239.1,0.0100,1.03,21256,48207,69463,-0.3880,256,DOWN,YES,+0.0250
2026-02-06T21:45:00,BTC15m,2026-02-06T21:56:00.741000,UP,0.9850,0.9850,0.9850,239.3,0.0040,0.41,62896,19889,82785,0.5195,178,UP,YES,+0.0150
2026-02-06T22:00:00,BTC15m,2026-02-06T22:12:33.798000,DOWN,0.0450,0.9550,0.9550,146.2,0.0100,1.05,25318,53525,78843,-0.3578,162,DOWN,YES,+0.0450
2026-02-06T22:15:00,BTC15m,2026-02-06T22:26:00.680000,UP,0.9650,0.9650,0.9650,239.3,0.0100,1.04,50174,21626,71800,0.3976,206,UP,YES,+0.0350
2026-02-06T22:30:00,BTC15m,2026-02-06T22:41:00.120000,UP,0.9750,0.9750,0.9750,239.9,0.0100,1.03,61521,21321,82842,0.4853,185,UP,YES,+0.0250
2026-02-06T22:45:00,BTC15m,2026-02-06T22:56:00.454000,UP,0.9670,0.9670,0.9670,239.5,0.0060,0.62,47252,31693,78945,0.1971,174,UP,YES,+0.0330
2026-02-06T23:45:00,BTC15m,2026-02-06T23:56:13.666000,DOWN,0.0450,0.9550,0.9550,226.3,0.0100,1.05,25137,48036,73173,-0.3130,177,DOWN,YES,+0.0450
2026-02-07T00:00:00,BTC15m,2026-02-07T00:11:00.829000,UP,0.9650,0.9650,0.9650,239.2,0.0100,1.04,40219,20618,60837,0.3222,198,UP,YES,+0.0350
2026-02-07T00:15:00,BTC15m,2026-02-07T00:28:55.565000,UP,0.9550,0.9550,0.9550,64.4,0.0100,1.05,34621,22132,56754,0.2201,164,UP,YES,+0.0450
2026-02-07T00:30:00,BTC15m,2026-02-07T00:41:08.968000,DOWN,0.0450,0.9550,0.9550,231.0,0.0100,1.05,24310,46734,71044,-0.3156,228,DOWN,YES,+0.0450
2026-02-07T00:45:00,BTC15m,2026-02-07T00:58:51.080000,UP,0.9550,0.9550,0.9550,68.9,0.0100,1.05,24448,18482,42930,0.1390,163,UP,YES,+0.0450
2026-02-07T01:00:00,BTC15m,2026-02-07T01:11:12.511000,UP,0.9650,0.9650,0.9650,227.5,0.0100,1.04,37273,17986,55259,0.3490,161,UP,YES,+0.0350
2026-02-07T01:15:00,BTC15m,2026-02-07T01:29:17.881000,DOWN,0.0250,0.9750,0.9750,42.1,0.0100,1.03,12828,12894,25722,-0.0026,160,DOWN,YES,+0.0250
2026-02-07T01:30:00,BTC15m,2026-02-07T01:41:00.237000,DOWN,0.0250,0.9750,0.9750,239.8,0.0100,1.03,25131,48052,73183,-0.3132,164,DOWN,YES,+0.0250
2026-02-07T02:00:00,BTC15m,2026-02-07T02:12:00.883000,UP,0.9550,0.9550,0.9550,179.1,0.0100,1.05,23027,21205,44232,0.0412,168,UP,YES,+0.0450
2026-02-07T02:15:00,BTC15m,2026-02-07T02:27:31.494000,DOWN,0.0450,0.9550,0.9550,148.5,0.0100,1.05,22350,24432,46781,-0.0445,156,DOWN,YES,+0.0450
2026-02-07T02:45:00,BTC15m,2026-02-07T02:56:02.479000,DOWN,0.0450,0.9550,0.9550,237.5,0.0100,1.05,26487,49278,75765,-0.3008,158,DOWN,YES,+0.0450
2026-02-07T03:15:00,BTC15m,2026-02-07T03:27:07.400000,UP,0.9550,0.9550,0.9550,172.6,0.0100,1.05,49065,22330,71395,0.3745,151,UP,YES,+0.0450
2026-02-07T03:30:00,BTC15m,2026-02-07T03:44:02.692000,DOWN,0.0150,0.9850,0.9850,57.3,0.0100,1.02,9353,14179,23532,-0.2050,171,DOWN,YES,+0.0150
2026-02-07T03:45:00,BTC15m,2026-02-07T03:56:00.975000,DOWN,0.0075,0.9925,0.9925,239.0,0.0050,0.50,11680,23865,35546,-0.3428,229,DOWN,YES,+0.0075
2026-02-07T04:00:00,BTC15m,2026-02-07T04:12:09.633000,DOWN,0.0450,0.9550,0.9550,170.4,0.0100,1.05,25112,54929,80041,-0.3725,149,DOWN,YES,+0.0450
2026-02-07T04:30:00,BTC15m,2026-02-07T04:41:30.498000,UP,0.9500,0.9500,0.9500,209.5,0.0200,2.11,64436,27134,91571,0.4074,151,UP,YES,+0.0500
2026-02-07T04:45:00,BTC15m,2026-02-07T04:56:12.430000,DOWN,0.0350,0.9650,0.9650,227.6,0.0100,1.04,22210,45339,67549,-0.3424,151,DOWN,YES,+0.0350
2026-02-07T05:00:00,BTC15m,2026-02-07T05:12:11.834000,UP,0.9550,0.9550,0.9550,168.2,0.0100,1.05,60714,23071,83785,0.4493,168,UP,YES,+0.0450
2026-02-07T05:15:00,BTC15m,2026-02-07T05:26:07.873000,UP,0.9550,0.9550,0.9550,232.1,0.0100,1.05,66775,31621,98396,0.3573,152,UP,YES,+0.0450
2026-02-07T05:45:00,BTC15m,2026-02-07T05:56:24.470000,UP,0.9550,0.9550,0.9550,215.5,0.0100,1.05,33383,32586,65969,0.0121,155,UP,YES,+0.0450
2026-02-07T06:00:00,BTC15m,2026-02-07T06:12:24.152000,UP,0.9550,0.9550,0.9550,155.8,0.0100,1.05,56699,23463,80161,0.4146,153,UP,YES,+0.0450
2026-02-07T06:15:00,BTC15m,2026-02-07T06:27:28.808000,DOWN,0.0450,0.9550,0.9550,151.2,0.0100,1.05,24679,68866,93546,-0.4724,173,DOWN,YES,+0.0450
2026-02-07T06:30:00,BTC15m,2026-02-07T06:41:00.821000,DOWN,0.0115,0.9885,0.9885,239.2,0.0030,0.30,11258,32538,43797,-0.4859,170,DOWN,YES,+0.0115
2026-02-07T07:00:00,BTC15m,2026-02-07T07:13:34.396000,DOWN,0.0450,0.9550,0.9550,85.6,0.0100,1.05,19849,54182,74031,-0.4638,165,DOWN,YES,+0.0450
2026-02-07T07:15:00,BTC15m,2026-02-07T07:26:25.094000,UP,0.9550,0.9550,0.9550,214.9,0.0100,1.05,29796,24237,54033,0.1029,151,DOWN,NO,-0.9550
2026-02-07T07:30:00,BTC15m,2026-02-07T07:41:00.613000,DOWN,0.0350,0.9650,0.9650,239.4,0.0100,1.04,26822,44867,71689,-0.2517,156,DOWN,YES,+0.0350
2026-02-07T07:45:00,BTC15m,2026-02-07T07:56:00.354000,UP,0.9550,0.9550,0.9550,239.6,0.0100,1.05,53202,26278,79480,0.3387,165,UP,YES,+0.0450
2026-02-07T08:30:00,BTC15m,2026-02-07T08:42:35.234000,DOWN,0.0450,0.9550,0.9550,144.8,0.0100,1.05,20342,45416,65758,-0.3813,166,DOWN,YES,+0.0450
2026-02-07T08:45:00,BTC15m,2026-02-07T08:58:19.486000,UP,0.9550,0.9550,0.9550,100.5,0.0100,1.05,22956,16347,39302,0.1682,167,UP,YES,+0.0450
2026-02-07T09:00:00,BTC15m,2026-02-07T09:11:00.249000,UP,0.9920,0.9920,0.9920,239.8,0.0020,0.20,24276,17959,42234,0.1496,213,UP,YES,+0.0080
2026-02-07T09:15:00,BTC15m,2026-02-07T09:27:36.243000,UP,0.9750,0.9750,0.9750,143.8,0.0100,1.03,17097,15250,32347,0.0571,181,UP,YES,+0.0250
2026-02-07T09:30:00,BTC15m,2026-02-07T09:44:22.138000,DOWN,0.0150,0.9850,0.9850,37.9,0.0100,1.02,10000,11489,21489,-0.0693,149,DOWN,YES,+0.0150
2026-02-07T09:45:00,BTC15m,2026-02-07T09:56:35.757000,DOWN,0.0450,0.9550,0.9550,204.2,0.0100,1.05,28160,49973,78132,-0.2792,159,DOWN,YES,+0.0450
2026-02-07T10:15:00,BTC15m,2026-02-07T10:27:00.493000,UP,0.9550,0.9550,0.9550,179.5,0.0100,1.05,50391,21806,72198,0.3959,164,UP,YES,+0.0450
2026-02-07T10:30:00,BTC15m,2026-02-07T10:41:00.499000,DOWN,0.0450,0.9550,0.9550,239.5,0.0100,1.05,17042,30181,47223,-0.2782,154,DOWN,YES,+0.0450
