window_start,market,side,entry_price,original_outcome,original_won,original_pnl,exit_triggered,exit_action,exit_reason,exit_price,defense_pnl,defense_saved,flip_triggered,flip_side,flip_pnl
2026-02-05T22:00:00,ETH15m,UP,0.9855,UP,YES,+0.0145,NO,,,,,,NO,,
2026-02-05T22:30:00,ETH15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-05T22:45:00,ETH15m,UP,0.9650,UP,YES,+0.0350,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.369+prob_dropping:90%,0.8950,-0.0700,,NO,,
2026-02-05T23:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T23:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T23:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-05T23:45:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T00:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T00:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=29s_prob=90%,0.8950,-0.0600,,NO,,
2026-02-06T00:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T01:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T01:15:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T01:30:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T01:45:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T02:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T02:15:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T02:30:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T02:45:00,ETH15m,UP,0.9925,UP,YES,+0.0075,NO,,,,,,NO,,
2026-02-06T03:00:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T03:15:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T03:30:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T03:45:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T04:00:00,ETH15m,DOWN,0.9850,DOWN,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T04:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T04:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T04:45:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T05:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_TIME,time_exit:remaining=51s_prob=90%,0.8950,-0.0600,,NO,,
2026-02-06T05:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T05:30:00,ETH15m,DOWN,0.9500,DOWN,YES,+0.0500,YES,EXIT_TIME,time_exit:remaining=54s_prob=84%,0.8350,-0.1150,,NO,,
2026-02-06T05:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T06:00:00,ETH15m,UP,0.9500,UP,YES,+0.0500,NO,,,,,,NO,,
2026-02-06T06:15:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T06:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T06:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.388+prob_dropping:90%,0.8950,-0.0600,,NO,,
2026-02-06T07:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T07:15:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T08:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T08:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T08:30:00,ETH15m,UP,0.9550,DOWN,NO,-0.9550,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.431+prob_dropping:90%,0.8950,-0.0600,+0.8950,NO,,
2026-02-06T08:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.393+prob_dropping:90%,0.8950,-0.0600,,NO,,
2026-02-06T09:00:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T09:15:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T10:00:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T10:30:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T11:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T11:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.368+prob_dropping:86%,0.8650,-0.0900,,NO,,
2026-02-06T11:30:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T11:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.412+prob_dropping:88%,0.8750,-0.0800,,NO,,
2026-02-06T12:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T12:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.362+prob_dropping:90%,0.8950,-0.0600,,NO,,
2026-02-06T12:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T12:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T13:00:00,ETH15m,UP,0.9850,UP,YES,+0.0150,NO,,,,,,NO,,
2026-02-06T13:15:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T14:00:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.749+prob_dropping:84%,0.8450,-0.1100,,NO,,
2026-02-06T14:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T14:30:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T14:45:00,ETH15m,DOWN,0.9650,DOWN,YES,+0.0350,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:+0.740+prob_dropping:88%,0.8850,-0.0800,,NO,,
2026-02-06T15:00:00,ETH15m,DOWN,0.9855,DOWN,YES,+0.0145,NO,,,,,,NO,,
2026-02-06T15:15:00,ETH15m,DOWN,0.9695,DOWN,YES,+0.0305,NO,,,,,,NO,,
2026-02-06T15:30:00,ETH15m,UP,0.9850,UP,YES,+0.0150,YES,FLIP,flip:4/5_signals,0.9850,+0.0000,,YES,DOWN,-0.4925
2026-02-06T15:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T16:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T16:15:00,ETH15m,UP,0.9750,UP,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T16:45:00,ETH15m,UP,0.9855,UP,YES,+0.0145,NO,,,,,,NO,,
2026-02-06T17:00:00,ETH15m,DOWN,0.9750,DOWN,YES,+0.0250,NO,,,,,,NO,,
2026-02-06T17:15:00,ETH15m,UP,0.9550,UP,YES,+0.0450,YES,EXIT_EMERGENCY,multi_signal(2):imbalance_flip:-0.858+prob_dropping:90%,0.8950,-0.0600,,NO,,
2026-02-06T17:30:00,ETH15m,UP,0.9925,UP,YES,+0.0075,NO,,,,,,NO,,
2026-02-06T17:45:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T18:00:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T18:15:00,ETH15m,UP,0.9650,UP,YES,+0.0350,NO,,,,,,NO,,
2026-02-06T18:30:00,ETH15m,DOWN,0.9550,DOWN,YES,+0.0450,NO,,,,,,NO,,
2026-02-06T18:45:00,ETH15m,UP,0.9550,UP,YES,+0.0450,NO,,,,,,NO,,
