timestamp,datetime,market,side,entry_price,prob,remaining_s,score,confidence,result,won,pnl
01:26:10,Feb 08 01:26:10,ETH15m,UP,0.0210,2.1%,230,0.41,unknown,UP,YES,+233.10
01:26:11,Feb 08 01:26:11,ETH15m,UP,0.0210,2.1%,229,0.41,unknown,UP,YES,+233.10
01:26:12,Feb 08 01:26:12,ETH15m,UP,0.0210,2.1%,228,0.40,unknown,UP,YES,+233.10
01:26:13,Feb 08 01:26:13,ETH15m,UP,0.0210,2.1%,227,0.38,unknown,UP,YES,+233.10
01:26:14,Feb 08 01:26:14,ETH15m,UP,0.0210,2.1%,226,0.39,unknown,UP,YES,+233.10
01:26:15,Feb 08 01:26:15,ETH15m,UP,0.0210,2.1%,225,0.40,unknown,UP,YES,+233.10
01:41:01,Feb 08 01:41:01,BTC15m,DOWN,0.0250,97.5%,239,0.68,unknown,UP,NO,-5.00
01:41:01,Feb 08 01:41:01,SOL15m,DOWN,0.0500,95.0%,239,0.57,unknown,UNKNOWN,UNKNOWN,UNKNOWN
01:41:02,Feb 08 01:41:02,BTC15m,DOWN,0.0250,97.5%,238,0.68,unknown,UP,NO,-5.00
01:41:03,Feb 08 01:41:03,BTC15m,DOWN,0.0250,97.5%,237,0.74,unknown,UP,NO,-5.00
01:41:03,Feb 08 01:41:03,SOL15m,DOWN,0.0500,95.0%,237,0.58,unknown,UNKNOWN,UNKNOWN,UNKNOWN
01:41:04,Feb 08 01:41:04,BTC15m,DOWN,0.0250,97.5%,236,0.74,unknown,UP,NO,-5.00
01:41:04,Feb 08 01:41:04,SOL15m,DOWN,0.0450,95.5%,236,0.61,unknown,UNKNOWN,UNKNOWN,UNKNOWN
01:41:05,Feb 08 01:41:05,BTC15m,DOWN,0.0250,97.5%,235,0.74,unknown,UP,NO,-5.00
01:41:05,Feb 08 01:41:05,SOL15m,DOWN,0.0450,95.5%,235,0.61,unknown,UNKNOWN,UNKNOWN,UNKNOWN
01:41:06,Feb 08 01:41:06,BTC15m,DOWN,0.0250,97.5%,234,0.74,unknown,UP,NO,-5.00
01:41:06,Feb 08 01:41:06,SOL15m,DOWN,0.0500,95.0%,234,0.57,unknown,UNKNOWN,UNKNOWN,UNKNOWN
01:41:07,Feb 08 01:41:07,BTC15m,DOWN,0.0250,97.5%,233,0.74,unknown,UP,NO,-5.00
01:41:08,Feb 08 01:41:08,BTC15m,DOWN,0.0250,97.5%,232,0.74,unknown,UP,NO,-5.00
01:41:09,Feb 08 01:41:09,BTC15m,DOWN,0.0250,97.5%,231,0.74,unknown,UP,NO,-5.00
01:41:10,Feb 08 01:41:10,BTC15m,DOWN,0.0250,97.5%,230,0.74,unknown,UP,NO,-5.00
01:41:11,Feb 08 01:41:11,BTC15m,DOWN,0.0250,97.5%,229,0.74,unknown,UP,NO,-5.00
01:41:12,Feb 08 01:41:12,BTC15m,DOWN,0.0250,97.5%,228,0.75,unknown,UP,NO,-5.00
01:41:13,Feb 08 01:41:13,BTC15m,DOWN,0.0250,97.5%,227,0.75,unknown,UP,NO,-5.00
01:41:14,Feb 08 01:41:14,BTC15m,DOWN,0.0250,97.5%,226,0.75,unknown,UP,NO,-5.00
01:41:30,Feb 08 01:41:30,SOL15m,DOWN,0.0450,95.5%,210,0.60,unknown,UNKNOWN,UNKNOWN,UNKNOWN
01:41:31,Feb 08 01:41:31,SOL15m,DOWN,0.0450,95.5%,209,0.60,unknown,UNKNOWN,UNKNOWN,UNKNOWN
01:41:32,Feb 08 01:41:32,SOL15m,DOWN,0.0450,95.5%,208,0.63,unknown,UNKNOWN,UNKNOWN,UNKNOWN
01:41:33,Feb 08 01:41:33,SOL15m,DOWN,0.0500,95.0%,206,0.57,unknown,UNKNOWN,UNKNOWN,UNKNOWN
01:41:34,Feb 08 01:41:34,SOL15m,DOWN,0.0500,95.0%,206,0.58,unknown,UNKNOWN,UNKNOWN,UNKNOWN
